"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia","Nieprawidłowe użycie"
91280659,"2","1","Kierujący","1961-11-05","Kobieta","Posiada","Trzeźwy","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91323971,"1","1","Kierujący","1991-04-28","Mężczyzna","Posiada","Trzeźwy","0",NA,NA,NA,NA
91323971,"2","1","Kierujący","2002-02-17","Kobieta","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny ciężko",NA
91324886,"1","1","Kierujący","1954-05-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91324886,"2","1","Kierujący","1981-07-21","Mężczyzna","Posiada","Trzeźwy","11","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91340876,"1","1","Kierujący","1955-09-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91340876,"2","1","Kierujący","1959-12-24","Mężczyzna","Posiada","Trzeźwy","32","Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA
91344458,"1","1","Kierujący","1930-12-20","Mężczyzna","Posiada","Trzeźwy","45",NA,NA,NA,NA
91344458,"2","1","Kierujący","1992-06-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny",NA,NA
91346175,"1","1","Kierujący","1985-01-15","Kobieta","Posiada","Trzeźwy","7",NA,NA,NA,NA
91346175,"2","1","Kierujący","1949-01-18","Mężczyzna","Posiada","Trzeźwy","39","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91348940,"1","1","Kierujący","1993-11-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91348940,"2","1","Kierujący","1950-08-01","Mężczyzna","Posiada","Trzeźwy","30","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91349086,"1","1","Kierujący","1941-03-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91349086,"2","1","Kierujący","1944-12-27","Mężczyzna","Posiada","Trzeźwy","34","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91350216,"1","1","Kierujący","1937-05-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91350216,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA
91350960,"1","1","Kierujący","1976-11-04","Mężczyzna","Posiada","Trzeźwy","13",NA,NA,NA,NA
91350960,"2","1","Kierujący","1992-05-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA
91351337,"1","1","Kierujący","1979-08-21","Kobieta","Posiada","Trzeźwy","9",NA,NA,NA,NA
91351337,"2","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91356063,"1","1","Kierujący","1939-04-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91356063,"2","1","Kierujący","1972-09-11","Mężczyzna","Posiada","Trzeźwy","18","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91357197,"1","1","Kierujący","1989-03-15","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91357197,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91357317,"1","1","Kierujący","1991-05-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91357317,"2","1","Kierujący","1951-03-20","Mężczyzna","Posiada","Trzeźwy","42","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91357330,"1","1","Kierujący","1998-07-20","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91357330,"2","1","Kierujący","1979-04-01","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,NA,NA
91359276,"1","1","Kierujący","1984-05-02","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
91359276,"2","1","Kierujący","2001-11-13","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ",NA,NA
91359928,"1","1","Kierujący","2000-05-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91359928,"2","1","Kierujący","1975-06-25","Kobieta","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91360075,"1","1","Kierujący","1987-08-14","Kobieta","Posiada","Trzeźwy","3",NA,NA,NA,NA
91360075,"2","1","Kierujący","1940-01-07","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Ranny lekko",NA
91371242,"1","1","Kierujący","Nieustalona","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91371242,"2","1","Kierujący","1959-04-07","Kobieta","Posiada","Trzeźwy","2","Nieprawidłowe: skręcanie","Pouczenie",NA,NA
91371940,"1","1","Kierujący","1974-06-24","Mężczyzna","Posiada","Trzeźwy","26",NA,NA,NA,NA
91371940,"2","1","Kierujący","1977-07-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Mandat karny",NA,NA
91377127,"1","1","Kierujący","1993-01-02","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91377127,"2","1","Kierujący","2002-11-25","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91377754,"1","1","Kierujący","1975-09-12","Kobieta","Posiada","Trzeźwy","21",NA,NA,NA,NA
91377754,"2","1","Kierujący","1991-10-29","Kobieta","Nie wymagane","Alkoholu",NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie",NA,NA
91377808,"1","1","Kierujący","1999-03-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91377808,"2","1","Kierujący","1974-03-21","Kobieta","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91378284,"1","1","Kierujący","1962-11-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91378284,"2","1","Kierujący","1991-03-15","Mężczyzna","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91395152,"1","1","Kierujący","1990-05-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91395152,"2","1","Kierujący","1991-04-14","Kobieta","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91395163,"1","1","Kierujący","1962-04-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91396199,"1","1","Kierujący","1901-01-01","Mężczyzna","Posiada","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA
91396199,"2","1","Kierujący","1972-09-08","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91396498,"1","1","Kierujący","1990-08-03","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA,NA
91396498,"2","1","Kierujący","1929-02-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Śmierć w ciągu 30 dni",NA
91399502,"1","1","Kierujący","1993-09-06","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91399502,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91401214,"1","1","Kierujący","1981-11-10","Mężczyzna","Posiada","Trzeźwy","15",NA,NA,NA,NA
91401214,"2","1","Kierujący","1950-12-03","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Mandat karny",NA,NA
91403951,"1","1","Kierujący","1960-11-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91403951,"2","1","Kierujący","1963-03-11","Kobieta","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91416336,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA
91416336,"2","1","Kierujący","2001-07-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Dochodzenie","Ranny lekko",NA
91418885,"1","1","Kierujący","1969-10-24","Mężczyzna","Posiada","Trzeźwy","18",NA,NA,NA,NA
91418885,"2","1","Kierujący","1966-06-03","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91418985,"1","1","Kierujący","1987-08-13","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA,NA
91418985,"2","1","Kierujący","1959-08-30","Kobieta","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91419919,"1","1","Kierujący","1976-12-25","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
91419919,"2","1","Kierujący","1989-03-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91420328,"1","1","Kierujący","1959-07-03","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa pieszemu","Dochodzenie",NA,NA
91420970,"1","1","Kierujący","1956-04-14","Kobieta","Posiada","Trzeźwy","25",NA,NA,NA,NA
91420970,"2","1","Kierujący","1986-08-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
91426896,"1","1","Kierujący","1980-02-27","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91426896,"2","1","Kierujący","1976-10-23","Mężczyzna","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91435187,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA
91435187,"2","1","Kierujący","1981-12-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Ranny lekko",NA
91435541,"1","1","Kierujący","1958-02-20","Kobieta","Posiada","Trzeźwy","21",NA,NA,NA,NA
91435541,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91435547,"1","1","Kierujący","1963-11-20","Mężczyzna","Posiada","Trzeźwy","15",NA,NA,NA,NA
91435547,"2","1","Kierujący","2002-07-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Ranny lekko",NA
91436059,"1","1","Kierujący","1971-07-02","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie",NA,NA
91436059,"2","1","Kierujący","1957-04-01","Kobieta","Posiada","Trzeźwy","26","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91437218,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,NA,NA,NA,NA
91437218,"2","1","Kierujący","1986-07-06","Mężczyzna","Posiada","Trzeźwy","3","Niedostosowanie prędkości do warunków ruchu",NA,NA,NA
91443819,"1","1","Kierujący","1986-01-06","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91443819,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91446342,"1","1","Kierujący","1967-05-09","Mężczyzna","Posiada","Trzeźwy","22",NA,NA,NA,NA
91446342,"2","1","Kierujący","1986-01-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie",NA,NA
91452947,"1","1","Kierujący","1971-10-27","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
91452947,"2","1","Kierujący","1973-08-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Mandat karny",NA,NA
91457893,"1","1","Kierujący","1951-01-30","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
91457893,"2","1","Kierujący","1995-08-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie",NA,NA
91459090,"1","1","Kierujący","1970-02-23","Mężczyzna","Posiada","Trzeźwy","22",NA,NA,"Ranny lekko",NA
91459090,"2","1","Kierujący","1928-08-21","Mężczyzna","Posiada","Trzeźwy","46","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91486292,"1","1","Kierujący","1941-06-05","Mężczyzna","Posiada","Trzeźwy","50",NA,NA,NA,NA
91486292,"2","1","Kierujący","1964-12-06","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91497308,"1","1","Kierujący","1948-04-22","Kobieta","Posiada","Trzeźwy","15",NA,NA,NA,NA
91497308,"2","1","Kierujący","1991-03-05","Mężczyzna","Posiada","Trzeźwy","6","Nieprawidłowe: omijanie","Pouczenie","Ranny lekko",NA
91500893,"1","1","Kierujący","1996-11-08","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA
91509282,"1","1","Kierujący","1979-02-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91509282,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie",NA,NA
91551907,"1","1","Kierujący","1958-03-21","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91551907,"2","1","Kierujący","1945-01-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91553899,"1","1","Kierujący","1979-03-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91553899,"2","1","Kierujący","1983-11-06","Mężczyzna","Posiada","Trzeźwy","2","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91566237,"1","1","Kierujący","1940-07-11","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91566237,"2","1","Kierujący","1985-01-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie",NA,NA
91574133,"1","1","Kierujący","1989-05-05","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
91574133,"2","1","Kierujący","1941-05-09","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Ranny lekko",NA
91613470,"1","1","Kierujący","1990-10-07","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny",NA,NA
91613470,"2","1","Kierujący","1979-07-22","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Mandat karny",NA,NA
91613492,"1","1","Kierujący","1991-09-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91613492,"2","1","Kierujący","1980-12-05","Mężczyzna","Posiada","Trzeźwy","1","Wjazd przy czerwonym świetle","Mandat karny",NA,NA
91613943,"1","1","Kierujący","1997-08-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91613943,"2","1","Kierujący","1956-08-22","Mężczyzna","Posiada","Trzeźwy","37",NA,NA,NA,NA
91619942,"1","1","Kierujący","1973-11-11","Mężczyzna","Posiada","Trzeźwy","17",NA,NA,NA,NA
91619942,"2","1","Kierujący","1980-09-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Pouczenie",NA,NA
91620162,"1","1","Kierujący","1936-09-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA
91620308,"1","1","Kierujący","1992-03-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91640026,"1","1","Kierujący","1978-07-21","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91640026,"2","1","Kierujący","1987-03-16","Mężczyzna","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
91640304,"1","1","Kierujący","1957-08-04","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91640304,"2","1","Kierujący","1971-04-29","Kobieta","Posiada","Trzeźwy","21","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91641345,"1","1","Kierujący","1977-11-09","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91641345,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: cofanie","Wniosek o ukaranie",NA,NA
91658861,"1","1","Kierujący","1993-01-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91658861,"2","1","Kierujący","1956-10-16","Mężczyzna","Posiada","Trzeźwy","37","Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA
91666855,"1","1","Kierujący","1947-08-28","Mężczyzna","Posiada","Trzeźwy",NA,NA,"Dochodzenie",NA,NA
91666855,"2","1","Kierujący","1968-03-18","Kobieta","Posiada","Trzeźwy",NA,"Nieprawidłowe: zmienianie pasa ruchu","Dochodzenie","Ranny lekko",NA
91667156,"1","1","Kierujący","1947-04-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91667156,"2","1","Kierujący","1962-07-03","Mężczyzna","Posiada","Trzeźwy","30","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91681172,"1","1","Kierujący","1980-11-19","Mężczyzna","Posiada","Trzeźwy","11",NA,NA,NA,NA
91681172,"2","1","Kierujący","1961-03-17","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Ranny lekko",NA
91681865,"1","1","Kierujący","1982-10-30","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91681865,"2","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie",NA,NA
91685853,"1","1","Kierujący","1977-12-08","Mężczyzna","Posiada","Trzeźwy","15",NA,NA,NA,NA
91685853,"2","1","Kierujący","2003-10-17","Kobieta","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ",NA,NA
91685859,"1","1","Kierujący","1988-11-05","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
91685859,"2","1","Kierujący","1968-09-24","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Ranny lekko",NA
91688316,"1","1","Kierujący","1982-01-19","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91688316,"2","1","Kierujący","2003-07-27","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu",NA,"Ranny lekko",NA
91690017,"1","1","Kierujący","1989-08-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91690017,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
91696407,"1","1","Kierujący","1974-03-04","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91696407,"2","1","Kierujący","1961-05-08","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny",NA,NA
91696481,"1","1","Kierujący","1976-06-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91696481,"2","1","Kierujący","1946-11-07","Mężczyzna","Posiada","Alkoholu","46","Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie",NA,NA
91697033,"1","1","Kierujący","1986-02-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA
91697033,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Dochodzenie",NA,NA
91697039,"1","1","Kierujący","1962-11-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91697039,"2","1","Kierujący","1958-02-05","Mężczyzna","Posiada","Trzeźwy","31",NA,"Dochodzenie",NA,NA
91702951,"1","1","Kierujący","1993-11-08","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91702951,"2","1","Kierujący","1998-12-04","Kobieta","Nie wymagane","Trzeźwy",NA,"Jazda po niewłaściwej stronie drogi","Dochodzenie","Ranny lekko",NA
91740409,"1","1","Kierujący","1985-05-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91740409,"2","1","Kierujący","1933-01-20","Mężczyzna","Posiada","Trzeźwy","39","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91741948,"1","1","Kierujący","1949-04-01","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
91741948,"2","1","Kierujący","2000-07-26","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
91742081,"1","1","Kierujący","1978-09-30","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
91742081,"2","1","Kierujący","1966-11-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Pouczenie",NA,NA
91744900,"1","1","Kierujący","1946-03-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91744900,"2","1","Kierujący","1983-12-03","Mężczyzna","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91751028,"1","1","Kierujący","1993-08-27","Mężczyzna","Posiada","Trzeźwy","6",NA,"Dochodzenie","Ranny lekko",NA
91751213,"1","1","Kierujący","1953-09-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91751213,"2","1","Kierujący","1985-06-08","Mężczyzna","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91755164,"1","1","Kierujący","1940-04-22","Mężczyzna","Posiada","Trzeźwy","33",NA,NA,NA,NA
91755164,"2","1","Kierujący","1955-09-23","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny","Ranny lekko",NA
91761949,"1","1","Kierujący","1971-02-12","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA
91761949,"1","2","Pasażer","1941-10-01","Kobieta",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko",NA
91761949,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
91764095,"1","1","Kierujący","1949-09-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
91764095,"2","1","Kierujący","1947-02-18","Mężczyzna","Posiada","Trzeźwy","8","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
91764350,"1","1","Kierujący","1959-06-07","Mężczyzna","Posiada","Trzeźwy","22",NA,NA,NA,NA
