"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia","...11","Nieprawidłowe użycie"
109955328,"2","1","Kierujący","1992-03-06","Kobieta","Posiada","Trzeźwy","11","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
109955418,"1","1","Kierujący","1996-12-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
109955418,"2","1","Kierujący","1964-08-31","Mężczyzna","Posiada","Trzeźwy","40","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
109956904,"1","1","Kierujący","1991-04-06","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA,NA,NA
109956904,"2","1","Kierujący","1988-03-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Ranny lekko",NA,NA
109957241,"1","1","Kierujący","1981-04-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
109957241,"2","1","Kierujący","1980-02-21","Kobieta","Posiada","Trzeźwy","21","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
109957330,"2","1","Kierujący","1990-09-11","Mężczyzna","Posiada","Trzeźwy","13","Nieprawidłowe: omijanie","Mandat karny",NA,NA,NA
109957413,"1","1","Kierujący","1969-07-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA,NA
109957413,"2","1","Kierujący","1990-09-14","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
109959558,"1","1","Kierujący","1954-09-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
109959558,"2","1","Kierujący","1986-08-06","Kobieta","Posiada","Trzeźwy","17","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
109968870,"1","1","Kierujący","1990-12-13","Kobieta","Posiada","Trzeźwy","1",NA,NA,NA,NA,NA
109968870,"2","1","Kierujący","1961-09-29","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
109969065,"1","1","Kierujący","1953-08-14","Mężczyzna","Nie wymagane","Alkoholu",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie","Ranny lekko",NA,NA
109969476,"1","1","Kierujący","1997-07-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
109969476,"2","1","Kierujący","1945-07-14","Mężczyzna","Posiada","Trzeźwy","57","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA,NA
109969802,"1","1","Kierujący","1990-05-25","Mężczyzna","Posiada","Trzeźwy","13",NA,NA,NA,NA,NA
109969802,"2","1","Kierujący","1998-12-30","Mężczyzna","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
109969863,"1","1","Kierujący","1996-04-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny","Ranny ciężko",NA,NA
109971359,"1","1","Kierujący","1993-05-14","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,"Ranny lekko",NA,NA
109971359,"2","1","Kierujący","1980-10-27","Kobieta","Posiada","Trzeźwy","21","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA,NA
109971853,"1","1","Kierujący","1970-09-22","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
109971853,"2","1","Kierujący","1983-05-27","Mężczyzna","Posiada","Trzeźwy","21","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
109974230,"1","1","Kierujący","1968-11-13","Kobieta","Posiada","Trzeźwy","20",NA,NA,"Ranny ciężko",NA,NA
109974230,"2","1","Kierujący","1955-12-29","Kobieta","Posiada","Trzeźwy","32","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
109975030,"1","1","Kierujący","1961-08-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
109975030,"2","1","Kierujący","1993-09-21","Mężczyzna","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA,NA
109983154,"1","1","Kierujący","1981-02-10","Kobieta","Posiada","Trzeźwy","6",NA,NA,NA,NA,NA
109983154,"2","1","Kierujący","1943-12-26","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA,NA
110029147,"1","1","Kierujący","1979-09-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA,NA
110032137,"2","1","Kierujący","2000-07-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Gwałtowne hamowanie","Mandat karny",NA,NA,NA
110035279,"1","1","Kierujący","2001-05-30","Kobieta","Posiada","Trzeźwy","1",NA,NA,"Ranny lekko",NA,NA
110035279,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Nie badano",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110041156,"1","1","Kierujący","2001-08-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110041156,"2","1","Kierujący","1979-11-08","Mężczyzna","Posiada","Trzeźwy","11","Inne przyczyny","Mandat karny",NA,NA,NA
110050374,"1","1","Kierujący","1981-08-21","Kobieta","Posiada","Trzeźwy","12",NA,"Inny sposób zakończenia",NA,NA,NA
110050374,"2","1","Kierujący","1995-08-26","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Inny sposób zakończenia",NA,NA,NA
110055302,"1","1","Kierujący","2002-01-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110055302,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110056589,"1","1","Kierujący","1995-03-23","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110056589,"2","1","Kierujący","1952-11-02","Mężczyzna","Posiada","Trzeźwy","17","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
110057048,"1","1","Kierujący","1975-11-28","Kobieta","Posiada","Trzeźwy","15",NA,NA,NA,NA,NA
110057048,"2","1","Kierujący","1954-04-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny",NA,NA,NA
110057511,"1","1","Kierujący","1938-07-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Śmierć w ciągu 30 dni",NA,NA
110057511,"2","1","Kierujący","1968-06-27","Kobieta","Posiada","Trzeźwy","13","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA,NA
110057566,"1","1","Kierujący","1993-09-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110057566,"2","1","Kierujący","1993-06-02","Kobieta","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110059552,"1","1","Kierujący","1984-11-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110059552,"2","1","Kierujący","1973-06-16","Mężczyzna","Posiada","Trzeźwy","31","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
110059656,"1","1","Kierujący","2004-08-29","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,"Ranny ciężko",NA,NA
110059656,"2","1","Kierujący","1999-07-07","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110061837,"1","1","Kierujący","1960-07-14","Mężczyzna","Posiada","Trzeźwy","44",NA,NA,NA,NA,NA
110061837,"2","1","Kierujący","1958-02-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Mandat karny",NA,NA,NA
110064148,"1","1","Kierujący","1956-03-12","Mężczyzna","Posiada","Trzeźwy","23",NA,NA,NA,NA,NA
110064148,"2","1","Kierujący","1999-09-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA,NA
110070186,"1","1","Kierujący","1979-02-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Mandat karny",NA,NA,NA
110070186,"2","1","Kierujący","1982-04-04","Kobieta","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110070362,"1","1","Kierujący","1983-05-09","Kobieta","Posiada","Trzeźwy","12",NA,NA,NA,NA,NA
110070362,"2","1","Kierujący","1986-04-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny",NA,NA,NA
110070402,"1","1","Kierujący","1973-12-18","Mężczyzna","Posiada","Trzeźwy","30","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110070402,"2","1","Kierujący","1956-05-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110072207,"1","1","Kierujący","1983-07-05","Mężczyzna","Posiada","Trzeźwy","21",NA,NA,NA,NA,NA
110072207,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA,NA
110074592,"1","1","Kierujący","1950-12-18","Kobieta","Nie posiada","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110074592,"2","1","Kierujący","1954-06-22","Mężczyzna","Posiada","Trzeźwy","19","Nieudzielenie pierwszeństwa przejazdu",NA,NA,NA,NA
110077001,"1","1","Kierujący","1980-10-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110077001,"2","1","Kierujący","1976-04-17","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110077712,"1","1","Kierujący","1971-10-29","Kobieta","Posiada","Trzeźwy","11",NA,NA,NA,NA,NA
110077712,"2","1","Kierujący","1946-02-14","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110077993,"1","1","Kierujący","1974-02-03","Mężczyzna","Posiada","Trzeźwy","29",NA,NA,NA,NA,NA
110077993,"2","1","Kierujący","2002-10-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Mandat karny",NA,NA,NA
110079145,"1","1","Kierujący","1972-03-19","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110079145,"2","1","Kierujący","1975-09-25","Kobieta","Posiada","Trzeźwy","19","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110079480,"1","1","Kierujący","1998-11-27","Mężczyzna","Posiada","Trzeźwy","4","Nieprawidłowe: skręcanie","Wniosek o ukaranie",NA,NA,NA
110079480,"2","1","Kierujący","2008-08-01","Mężczyzna","Nie wymagane","Nie badano",NA,NA,NA,NA,NA,NA
110082485,"1","1","Kierujący","1977-01-20","Mężczyzna","Posiada","Trzeźwy","5",NA,NA,NA,NA,NA
110082485,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,"Nie badano",NA,"Jazda bez wymaganego oświetlenia","Wniosek o ukaranie",NA,NA,NA
110082490,"1","1","Kierujący","1973-12-30","Mężczyzna","Posiada","Trzeźwy","29",NA,NA,NA,NA,NA
110082490,"2","1","Kierujący","2004-05-21","Mężczyzna","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110091140,"1","1","Kierujący","1974-03-15","Kobieta","Posiada","Trzeźwy","18",NA,NA,NA,NA,NA
110091140,"2","1","Kierujący","2007-11-26","Mężczyzna","Nie posiada","Nie badano",NA,"Inne przyczyny","Inny organ",NA,NA,NA
110093174,"1","1","Kierujący","1996-02-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA,NA
110094348,"1","1","Kierujący","1956-07-03","Kobieta","Posiada","Trzeźwy","36",NA,NA,NA,NA,NA
110094348,"2","1","Kierujący","1990-07-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Pouczenie","Ranny lekko",NA,NA
110094363,"1","1","Kierujący","1998-03-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110095303,"1","1","Kierujący","1971-01-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110095303,"2","1","Kierujący","1996-07-24","Mężczyzna","Posiada","Trzeźwy","7","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Inny organ",NA,NA,NA
110095380,"1","1","Kierujący","1996-03-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110095380,"2","1","Kierujący","1986-04-17","Mężczyzna","Posiada","Trzeźwy","17","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110095445,"1","1","Pasażer","2015-02-12","Kobieta",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110095445,"1","2","Kierujący","1976-06-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110095445,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA,NA
110095617,"1","1","Kierujący","1987-04-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110095617,"2","1","Kierujący","1987-01-15","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110097206,"1","1","Kierujący","1960-01-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110097206,"2","1","Kierujący","1963-11-06","Mężczyzna","Posiada","Trzeźwy","26","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110112823,"1","1","Kierujący","1991-10-08","Kobieta","Posiada","Trzeźwy","11",NA,NA,NA,NA,NA
110112823,"2","1","Kierujący","1998-08-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Mandat karny",NA,NA,NA
110116437,"1","1","Kierujący","1977-09-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110116437,"2","1","Kierujący","1978-10-07","Mężczyzna","Posiada","Trzeźwy","25","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110117193,"1","1","Kierujący","1949-12-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA,NA
110117193,"2","1","Kierujący","1954-02-11","Kobieta","Posiada","Trzeźwy","30","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110117376,"1","1","Kierujący","1985-03-15","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110117376,"2","1","Kierujący","1959-11-14","Kobieta","Posiada","Trzeźwy","32","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA,NA
110118521,"1","1","Kierujący","1948-12-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110118521,"2","1","Kierujący","1981-04-19","Mężczyzna","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110119291,"1","1","Kierujący","1993-10-23","Kobieta","Posiada","Trzeźwy","9",NA,NA,NA,NA,NA
110119291,"2","1","Kierujący","1980-06-17","Mężczyzna","Nie wymagane","Alkoholu",NA,"Inne przyczyny","Mandat karny",NA,NA,NA
110120836,"1","1","Kierujący","1985-08-12","Mężczyzna","Posiada","Trzeźwy","19",NA,NA,NA,NA,NA
110120836,"2","1","Kierujący","2012-01-31","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Inny sposób zakończenia","Ranny lekko",NA,NA
110120902,"1","1","Kierujący","2000-03-31","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110120902,"2","1","Kierujący","1972-12-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA,NA
110125277,"1","1","Kierujący","2008-08-19","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA,NA
110125277,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA,NA
110125292,"1","1","Kierujący","1983-04-21","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA,NA
110125292,"2","1","Kierujący","1982-05-15","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: skręcanie","Mandat karny",NA,NA,NA
110128740,"1","1","Kierujący","2007-04-18","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA,NA
110129106,"1","1","Kierujący","1999-07-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110129106,"2","1","Kierujący","1953-07-29","Mężczyzna","Posiada","Trzeźwy","37","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110129737,"1","1","Kierujący","1978-04-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110129737,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA,NA
110131325,"1","1","Kierujący","2003-01-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110131325,"2","1","Kierujący","1964-11-06","Mężczyzna","Posiada","Trzeźwy","38","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110131338,"1","1","Kierujący","1978-12-31","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110132338,"1","1","Kierujący","1972-07-12","Mężczyzna","Posiada","Trzeźwy","27",NA,NA,NA,NA,NA
110132338,"2","1","Kierujący","2002-05-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny",NA,NA,NA
110132567,"1","1","Kierujący","2008-05-30","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,"Ranny ciężko",NA,NA
110132567,"2","1","Kierujący","2002-02-23","Mężczyzna","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110133431,"1","1","Kierujący","1991-11-16","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110133431,"2","1","Kierujący","1967-08-02","Kobieta","Posiada","Trzeźwy","31","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110136977,"1","1","Kierujący","1970-01-06","Mężczyzna","Posiada","Trzeźwy","31",NA,NA,NA,NA,NA
110136977,"2","1","Kierujący","1978-12-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA,NA
110137012,"1","1","Kierujący","1948-03-22","Mężczyzna","Posiada","Trzeźwy","50",NA,NA,NA,NA,NA
110137012,"2","1","Kierujący","1994-02-24","Mężczyzna","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110137213,"1","1","Kierujący","1946-09-14","Mężczyzna","Nie wymagane","Alkoholu",NA,"Inne przyczyny","Wniosek o ukaranie","Ranny lekko",NA,NA
110137514,"1","1","Kierujący","1993-04-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110137514,"2","1","Kierujący","1982-05-23","Mężczyzna","Posiada","Trzeźwy","14","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110137741,"1","1","Kierujący","1994-06-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110137741,"2","1","Kierujący","1987-05-25","Kobieta","Posiada","Trzeźwy","12","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie",NA,NA,NA
110138701,"1","1","Kierujący","2008-07-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110138701,"2","1","Kierujący","1978-02-24","Kobieta","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110139398,"1","1","Kierujący","1984-07-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110139398,"2","1","Kierujący","1986-10-24","Mężczyzna","Posiada","Trzeźwy","17","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
110140445,"1","1","Kierujący","1949-08-31","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA,NA
110140445,"2","1","Kierujący","1956-08-04","Mężczyzna","Posiada","Trzeźwy","35","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA,NA
110142509,"1","1","Kierujący","1996-02-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA,NA
110142509,"2","1","Kierujący","1986-04-18","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie",NA,NA,NA
110142917,"1","1","Kierujący","1993-04-15","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,NA,NA,NA
110142917,"2","1","Kierujący","2009-11-27","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: Zawracanie","Pouczenie",NA,NA,NA
110144444,"1","1","Kierujący","2010-03-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA,NA
110144444,"2","1","Kierujący","1953-06-24","Mężczyzna","Posiada","Trzeźwy","41","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA,NA
