"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
109975030,2,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
109983154,1,"Samochód osobowy",NA,NA,NA
109983154,2,"Rower",NA,NA,NA
110029147,1,"Rower",NA,NA,NA
110032137,1,"Samochód osobowy",NA,NA,NA
110032137,2,"Rower",NA,NA,NA
110035279,1,"Rower",NA,NA,NA
110035279,2,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
110041156,1,"Rower",NA,NA,NA
110041156,2,"Samochód osobowy",NA,NA,NA
110050374,1,"Samochód osobowy",NA,NA,NA
110050374,2,"Rower",NA,NA,NA
110055302,1,"Rower",NA,NA,NA
110055302,2,"Pojazd nieustalony",NA,NA,NA
110056589,1,"Rower",NA,NA,NA
110056589,2,"Samochód osobowy",NA,NA,NA
110057048,1,"Samochód osobowy",NA,NA,NA
110057048,2,"Rower",NA,NA,NA
110057511,1,"Rower",NA,NA,NA
110057511,2,"Samochód osobowy",NA,NA,NA
110057566,1,"Rower",NA,NA,NA
110057566,2,"Samochód osobowy",NA,NA,NA
110059552,1,"Rower",NA,NA,NA
110059552,2,"Samochód osobowy",NA,NA,NA
110059656,1,"Rower",NA,NA,NA
110059656,2,"Samochód osobowy",NA,NA,NA
110061837,1,"Samochód osobowy",NA,NA,NA
110061837,2,"Rower",NA,NA,NA
110064148,1,"Samochód osobowy",NA,NA,NA
110064148,2,"Rower",NA,NA,NA
110070186,1,"Rower",NA,NA,NA
110070186,2,"Samochód osobowy",NA,NA,NA
110070362,1,"Samochód osobowy",NA,NA,NA
110070362,2,"Rower",NA,NA,NA
110070402,1,"Samochód osobowy",NA,NA,NA
110070402,2,"Rower",NA,NA,NA
110072207,1,"Samochód osobowy",NA,NA,NA
110072207,2,"Rower",NA,NA,NA
110074592,1,"Rower",NA,NA,NA
110074592,2,"Samochód osobowy",NA,NA,NA
110077001,1,"Rower",NA,NA,NA
110077001,2,"Samochód osobowy",NA,NA,NA
110077712,1,"Samochód osobowy",NA,NA,NA
110077712,2,"Rower",NA,NA,NA
110077993,1,"Samochód osobowy",NA,NA,NA
110077993,2,"Rower",NA,NA,NA
110079145,1,"Rower",NA,NA,NA
110079145,2,"Samochód osobowy",NA,NA,NA
110079480,1,"Samochód osobowy",NA,NA,NA
110079480,2,"Rower",NA,NA,NA
110082485,1,"Samochód osobowy",NA,NA,NA
110082485,2,"Rower",NA,NA,NA
110082490,1,"Samochód osobowy",NA,NA,NA
110082490,2,"Rower",NA,NA,NA
110091140,1,"Samochód osobowy",NA,NA,NA
110091140,2,"Rower",NA,NA,NA
110093174,1,"Rower",NA,NA,NA
110094348,1,"Samochód osobowy",NA,NA,NA
110094348,2,"Rower",NA,NA,NA
110094363,1,"Rower",NA,NA,NA
110095303,1,"Rower",NA,NA,NA
110095303,2,"Samochód osobowy",NA,NA,NA
110095380,1,"Rower",NA,NA,NA
110095380,2,"Samochód osobowy",NA,NA,NA
110095445,1,"Rower",NA,NA,NA
110095445,2,"Rower",NA,NA,NA
110095617,1,"Rower",NA,NA,NA
110095617,2,"Samochód osobowy",NA,NA,NA
110097206,1,"Rower",NA,NA,NA
110097206,2,"Samochód osobowy",NA,NA,NA
110112823,1,"Samochód osobowy",NA,NA,NA
110112823,2,"Rower",NA,NA,NA
110116437,1,"Rower",NA,NA,NA
110116437,2,"Samochód osobowy",NA,NA,NA
110117193,1,"Rower",NA,NA,NA
110117193,2,"Samochód osobowy",NA,NA,NA
110117376,1,"Rower",NA,NA,NA
110117376,2,"Samochód osobowy",NA,NA,NA
110118521,1,"Rower",NA,NA,NA
110118521,2,"Samochód osobowy",NA,NA,NA
110119291,1,"Samochód osobowy",NA,NA,NA
110119291,2,"Rower",NA,NA,NA
110120836,1,"Samochód osobowy",NA,NA,NA
110120836,2,"Rower",NA,NA,NA
110120902,1,"Rower",NA,NA,NA
110120902,2,"Rower",NA,NA,NA
110125277,1,"Rower",NA,NA,NA
110125277,2,"Pojazd nieustalony",NA,NA,NA
110125292,1,"Samochód osobowy",NA,NA,NA
110125292,2,"Rower",NA,NA,NA
110128740,1,"Rower",NA,NA,NA
110129106,1,"Rower",NA,NA,NA
110129106,2,"Samochód osobowy",NA,NA,NA
110129737,1,"Rower",NA,NA,NA
110129737,2,"Samochód osobowy",NA,NA,NA
110131325,1,"Rower",NA,NA,NA
110131325,2,"Samochód osobowy",NA,NA,NA
110131338,1,"Rower",NA,NA,NA
110132338,1,"Samochód osobowy",NA,NA,NA
110132338,2,"Rower",NA,NA,NA
110132567,1,"Rower",NA,NA,NA
110132567,2,"Samochód osobowy",NA,NA,NA
110133431,1,"Rower",NA,NA,NA
110133431,2,"Samochód osobowy",NA,NA,NA
110136977,1,"Samochód osobowy",NA,NA,NA
110136977,2,"Rower",NA,NA,NA
110137012,1,"Rower",NA,NA,NA
110137012,2,"Samochód osobowy",NA,NA,NA
110137213,1,"Rower",NA,NA,NA
110137213,2,"Samochód osobowy",NA,NA,NA
110137514,1,"Rower",NA,NA,NA
110137514,2,"Samochód osobowy",NA,NA,NA
110137741,1,"Rower",NA,NA,NA
110137741,2,"Samochód osobowy",NA,NA,NA
110138701,1,"Rower",NA,NA,NA
110138701,2,"Samochód osobowy",NA,NA,NA
110139398,1,"Rower",NA,NA,NA
110139398,2,"Samochód osobowy",NA,NA,NA
110140445,1,"Rower",NA,NA,NA
110140445,2,"Samochód osobowy",NA,NA,NA
110142509,1,"Rower",NA,NA,NA
110142509,2,"Rower",NA,NA,NA
110142917,1,"Samochód osobowy",NA,NA,NA
110142917,2,"Rower",NA,NA,NA
110144444,1,"Rower",NA,NA,NA
110144444,2,"Samochód osobowy",NA,NA,NA
110145866,1,"Samochód osobowy",NA,NA,NA
110145866,2,"Rower",NA,NA,NA
110146150,1,"Rower",NA,NA,NA
110146150,2,"Samochód osobowy",NA,NA,NA
110147582,1,"Rower",NA,NA,NA
110147582,2,"Samochód osobowy",NA,NA,NA
110147645,1,"Samochód osobowy",NA,NA,NA
110147645,2,"Rower",NA,NA,NA
110148074,1,"Rower",NA,NA,NA
110148074,2,"Samochód osobowy",NA,NA,NA
110148210,1,"Rower",NA,NA,NA
110148210,2,"Samochód osobowy",NA,NA,NA
110148367,1,"Rower",NA,NA,NA
110148367,2,"Samochód osobowy",NA,NA,NA
110148810,1,"Samochód osobowy",NA,NA,NA
110148810,2,"Rower",NA,NA,NA
110149199,1,"Rower",NA,NA,NA
110149199,2,"Samochód osobowy",NA,NA,NA
110149382,1,"Samochód osobowy",NA,NA,NA
110149382,2,"Rower",NA,NA,NA
110149508,1,"Rower",NA,NA,NA
110149508,2,"Samochód osobowy",NA,NA,NA
110150265,1,"Rower",NA,NA,NA
110150265,2,"Samochód osobowy",NA,NA,NA
110155617,1,"Samochód osobowy",NA,NA,NA
110155617,2,"Rower",NA,NA,NA
110156079,1,"Rower",NA,NA,NA
110156079,2,"Samochód osobowy",NA,NA,NA
110157155,1,"Rower",NA,NA,NA
110157155,2,"Samochód osobowy",NA,NA,NA
110158719,1,"Rower",NA,NA,NA
110158719,2,"Samochód osobowy",NA,NA,NA
110163325,1,"Samochód osobowy",NA,NA,NA
110163325,2,"Rower",NA,NA,NA
110164177,1,"Samochód osobowy",NA,NA,NA
110164177,2,"Rower",NA,NA,NA
110166280,1,"Rower",NA,NA,NA
110166729,1,"Rower",NA,NA,NA
110166729,2,"Samochód osobowy",NA,NA,NA
110166992,1,"Rower",NA,NA,NA
110166992,2,"Samochód osobowy",NA,NA,NA
110169499,1,"Rower",NA,NA,NA
110169499,2,"Samochód osobowy",NA,NA,NA
110170210,1,"Rower",NA,NA,NA
110170210,2,"Rower",NA,NA,NA
110172027,1,"Rower",NA,NA,NA
110172027,2,"Samochód osobowy",NA,NA,NA
110173406,1,"Rower",NA,NA,NA
110173406,2,"Samochód osobowy",NA,NA,NA
110173410,1,"Rower",NA,NA,NA
110173410,2,"Samochód osobowy",NA,NA,NA
110173957,1,"Rower",NA,NA,NA
110173957,2,"Samochód osobowy",NA,NA,NA
110174152,1,"Rower",NA,NA,NA
110174152,2,"Samochód osobowy",NA,NA,NA
110175338,1,"Rower",NA,NA,NA
110175338,2,"Samochód osobowy",NA,NA,NA
110175345,1,"Samochód osobowy",NA,NA,NA
110175345,2,"Rower",NA,NA,NA
110175409,1,"Rower",NA,NA,NA
110175409,2,"Samochód osobowy",NA,NA,NA
110176032,1,"Rower",NA,NA,NA
110176032,2,"Samochód osobowy",NA,NA,NA
110176393,1,"Rower",NA,NA,NA
110176393,2,"Samochód osobowy",NA,NA,NA
110177045,1,"Rower",NA,NA,NA
110177045,2,"Samochód osobowy",NA,NA,NA
110177161,1,"Rower",NA,NA,NA
110177201,1,"Rower",NA,NA,NA
110177201,2,"Samochód osobowy",NA,NA,NA
110177308,1,"Samochód osobowy",NA,NA,NA
110177308,2,"Rower",NA,NA,NA
110178194,1,"Rower",NA,NA,NA
110178194,2,"Samochód osobowy",NA,NA,NA
110178411,1,"Rower",NA,NA,NA
110178411,2,"Samochód osobowy",NA,NA,NA
110178455,1,"Rower",NA,NA,NA
110178455,2,"Samochód osobowy",NA,NA,NA
110178590,1,"Rower",NA,NA,NA
110178590,2,"Samochód osobowy",NA,NA,NA
110179177,1,"Rower",NA,NA,NA
110179177,2,"Motocykl inny",NA,NA,NA
110180156,1,"Rower",NA,NA,NA
110180156,2,"Samochód osobowy",NA,NA,NA
110180245,1,"Rower",NA,NA,NA
110180245,2,"Samochód osobowy",NA,NA,NA
110180679,1,"Rower",NA,NA,NA
110180679,2,"Samochód osobowy",NA,NA,NA
110181146,1,"Rower",NA,NA,NA
110181146,2,"Samochód osobowy",NA,NA,NA
110181264,1,"Samochód osobowy",NA,NA,NA
110181264,2,"Rower",NA,NA,NA
110181679,1,"Rower",NA,NA,NA
110181679,2,"Samochód osobowy",NA,NA,NA
110181711,1,"Samochód osobowy",NA,NA,NA
110181711,2,"Rower",NA,NA,NA
110182317,1,"Rower",NA,NA,NA
110182317,2,"Pojazd nieustalony",NA,NA,NA
110183520,1,"Rower",NA,NA,NA
110183520,2,"Samochód osobowy",NA,NA,NA
110183624,1,"Rower",NA,NA,NA
110183624,2,"Samochód osobowy",NA,NA,NA
110183688,1,"Rower",NA,NA,NA
110183688,2,"Samochód osobowy",NA,NA,NA
110183783,1,"Rower",NA,NA,NA
110183783,2,"Samochód osobowy",NA,NA,NA
110184335,1,"Samochód osobowy",NA,NA,NA
110184335,2,"Rower",NA,NA,NA
110184441,1,"Rower",NA,NA,NA
110184441,2,"Rower",NA,NA,NA
110186719,1,"Rower",NA,NA,NA
110187687,1,"Rower",NA,NA,NA
110187687,2,"Samochód osobowy",NA,NA,NA
110188068,1,"Rower",NA,NA,NA
110188068,2,"Samochód osobowy",NA,NA,NA
110189283,1,"Rower",NA,NA,NA
110189283,2,"Samochód osobowy",NA,NA,NA
110190331,1,"Rower",NA,NA,NA
110190331,2,"Samochód osobowy",NA,NA,NA
110191676,1,"Rower",NA,NA,NA
110191676,2,"Samochód osobowy",NA,NA,NA
110191826,1,"Rower",NA,NA,NA
110191826,2,"Samochód osobowy",NA,NA,NA
110191857,1,"Samochód osobowy",NA,NA,NA
110191857,2,"Rower",NA,NA,NA
110192375,1,"Samochód osobowy",NA,NA,NA
110192375,2,"Rower",NA,NA,NA
110192846,1,"Rower",NA,NA,NA
110192846,2,"Samochód osobowy",NA,NA,NA
110193462,1,"Rower",NA,NA,NA
110193462,2,"Rower",NA,NA,NA
110194639,1,"Samochód osobowy",NA,NA,NA
110194639,2,"Rower",NA,NA,NA
110194675,1,"Samochód osobowy",NA,NA,NA
110194675,2,"Rower",NA,NA,NA
110194683,1,"Samochód osobowy",NA,NA,NA
110194683,2,"Rower",NA,NA,NA
110194781,1,"Samochód osobowy",NA,NA,NA
110194781,2,"Rower",NA,NA,NA
110196197,1,"Rower",NA,NA,NA
110196197,2,"Samochód osobowy",NA,NA,NA
110197171,1,"Rower",NA,NA,NA
110199165,1,"Rower",NA,NA,NA
110199165,2,"Samochód osobowy",NA,NA,NA
110199190,1,"Rower",NA,NA,NA
110199190,2,"Samochód osobowy",NA,NA,NA
110199190,3,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
110201205,1,"Rower",NA,NA,NA
110201205,2,"Samochód osobowy",NA,NA,NA
110201222,1,"Rower",NA,NA,NA
110201222,2,"Samochód osobowy",NA,NA,NA
110201259,1,"Samochód osobowy",NA,NA,NA
110201259,2,"Rower",NA,NA,NA
110201401,1,"Samochód osobowy",NA,NA,NA
110201401,2,"Rower",NA,NA,NA
110205046,1,"Rower",NA,NA,NA
110205046,2,"Samochód osobowy",NA,NA,NA
110205101,1,"Rower",NA,NA,NA
110205410,1,"Samochód osobowy",NA,NA,NA
110205410,2,"Rower",NA,NA,NA
110206203,1,"Samochód osobowy",NA,NA,NA
110206203,2,"Rower",NA,NA,NA
110206539,1,"Samochód osobowy",NA,NA,NA
110206539,2,"Rower",NA,NA,NA
110207205,1,"Rower",NA,NA,NA
110207736,1,"Rower",NA,NA,NA
110207736,2,"Samochód osobowy",NA,NA,NA
110207747,1,"Rower",NA,NA,NA
110207747,2,"Samochód osobowy",NA,NA,NA
110208410,1,"Rower",NA,NA,NA
110208410,2,"Samochód osobowy",NA,NA,NA
110208945,1,"Rower",NA,NA,NA
110208945,2,"Samochód osobowy",NA,NA,NA
110209008,1,"Rower",NA,NA,NA
110209008,2,"Motocykl inny",NA,NA,NA
110209502,1,"Rower",NA,NA,NA
110209502,2,"Pojazd nieustalony",NA,NA,NA
110210065,1,"Rower",NA,NA,NA
110210065,2,"Samochód osobowy",NA,NA,NA
110210065,3,"Samochód osobowy",NA,NA,NA
110210262,1,"Rower",NA,NA,NA
110210262,2,"Rower",NA,NA,NA
110215219,1,"Rower",NA,NA,NA
110215219,2,"Samochód osobowy",NA,NA,NA
110215332,1,"Samochód osobowy",NA,NA,NA
110215332,2,"Rower",NA,NA,NA
110215535,1,"Rower",NA,NA,NA
110215535,2,"Samochód osobowy",NA,NA,NA
110217201,1,"Samochód osobowy",NA,NA,NA
110217201,2,"Rower",NA,NA,NA
110219159,1,"Samochód osobowy",NA,NA,NA
110219159,2,"Rower",NA,NA,NA
110219571,1,"Samochód osobowy",NA,NA,NA
110219571,2,"Rower",NA,NA,NA
110219896,1,"Rower",NA,NA,NA
110219896,2,"Samochód osobowy",NA,NA,NA
110222154,1,"Rower",NA,NA,NA
110222154,2,"Samochód osobowy",NA,NA,NA
110222315,1,"Rower",NA,NA,NA
110222315,2,"Samochód osobowy",NA,NA,NA
110222645,1,"Rower",NA,NA,NA
110222645,2,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
110223081,1,"Rower",NA,NA,NA
110223081,2,"Samochód osobowy",NA,NA,NA
110223302,1,"Rower",NA,NA,NA
110223302,2,"Samochód osobowy",NA,NA,NA
110224501,1,"Samochód osobowy",NA,NA,NA
110224501,2,"Rower",NA,NA,NA
110228917,1,"Rower",NA,NA,NA
110228917,2,"Samochód osobowy",NA,NA,NA
110228938,1,"Samochód osobowy",NA,NA,NA
110228938,2,"Rower",NA,NA,NA
110228989,1,"Rower",NA,NA,NA
110228989,2,"Samochód osobowy",NA,NA,NA
110229529,1,"Rower",NA,NA,NA
110229529,2,"Rower",NA,NA,NA
110230515,1,"Rower",NA,NA,NA
110230515,2,"Samochód osobowy",NA,NA,NA
110231587,1,"Rower",NA,NA,NA
110231587,2,"Samochód osobowy",NA,NA,NA
110231700,1,"Rower",NA,NA,NA
110232375,1,"Samochód osobowy",NA,NA,NA
110232375,2,"Rower",NA,NA,NA
110232454,1,"Rower",NA,NA,NA
110232454,2,"Samochód osobowy",NA,NA,NA
110236501,1,"Rower",NA,NA,NA
110236501,2,"Samochód osobowy",NA,NA,NA
110242501,1,"Rower",NA,NA,NA
110242501,2,"Samochód osobowy",NA,NA,NA
110242514,1,"Rower",NA,NA,NA
110242514,2,"Samochód osobowy",NA,NA,NA
110246499,1,"Rower",NA,NA,NA
110246499,2,"Rower",NA,NA,NA
110249646,1,"Rower",NA,NA,NA
110249646,2,"Samochód osobowy",NA,NA,NA
110249734,1,"Rower",NA,NA,NA
110249734,2,"Samochód osobowy",NA,NA,NA
110250182,1,"Rower",NA,NA,NA
110250182,2,"Samochód osobowy",NA,NA,NA
110251570,1,"Rower",NA,NA,NA
110251570,2,"Samochód osobowy",NA,NA,NA
110251678,1,"Rower",NA,NA,NA
110251678,2,"Samochód osobowy",NA,NA,NA
110252310,1,"Rower",NA,NA,NA
110252720,1,"Samochód osobowy",NA,NA,NA
110252720,2,"Rower",NA,NA,NA
110252729,1,"Rower",NA,NA,NA
110252729,2,"Samochód osobowy",NA,NA,NA
110252889,1,"Autobus komunikacji publicznej",NA,NA,NA
110252889,2,"Rower",NA,NA,NA
110252980,1,"Rower",NA,NA,NA
110252980,2,"Samochód osobowy",NA,NA,NA
110254031,1,"Samochód osobowy",NA,NA,NA
110254031,2,"Rower",NA,NA,NA
110254103,1,"Rower",NA,NA,NA
110254103,2,"Samochód osobowy",NA,NA,NA
110255099,1,"Rower",NA,NA,NA
110255504,1,"Samochód osobowy",NA,NA,NA
110255504,2,"Rower",NA,NA,NA
110255570,1,"Rower",NA,NA,NA
110255570,2,"Samochód osobowy",NA,NA,NA
110255928,1,"Rower",NA,NA,NA
110255970,1,"Samochód osobowy",NA,NA,NA
110255970,2,"Rower",NA,NA,NA
110256241,1,"Rower",NA,NA,NA
110256249,1,"Rower",NA,NA,NA
110256340,1,"Rower",NA,NA,NA
110256340,2,"Samochód osobowy",NA,NA,NA
110256889,1,"Rower",NA,NA,NA
110256889,2,"Samochód osobowy",NA,NA,NA
110257344,1,"Rower",NA,NA,NA
110257344,2,"Samochód osobowy",NA,NA,NA
110257369,1,"Pojazd nieustalony",NA,NA,NA
110257369,2,"Rower",NA,NA,NA
110257517,1,"Rower",NA,NA,NA
110257889,1,"Rower",NA,NA,NA
110257889,2,"Samochód osobowy",NA,NA,NA
110259622,1,"Samochód osobowy",NA,NA,NA
110259622,2,"Rower",NA,NA,NA
110259926,1,"Rower",NA,NA,NA
110259926,2,"Samochód osobowy",NA,NA,NA
110259942,1,"Rower",NA,NA,NA
110259942,2,"Samochód osobowy",NA,NA,NA
110259956,1,"Rower",NA,NA,NA
110259956,2,"Samochód osobowy",NA,NA,NA
110259972,1,"Rower",NA,NA,NA
110259972,2,"Samochód osobowy",NA,NA,NA
110259984,1,"Rower",NA,NA,NA
110260068,1,"Samochód osobowy",NA,NA,NA
110260068,2,"Rower",NA,NA,NA
110260226,1,"Rower",NA,NA,NA
110260226,2,"Samochód osobowy",NA,NA,NA
110260441,1,"Rower",NA,NA,NA
110260441,2,"Samochód osobowy",NA,NA,NA
110260648,1,"Rower",NA,NA,NA
110260648,2,"Samochód osobowy",NA,NA,NA
110261215,1,"Rower",NA,NA,NA
110261215,2,"Samochód osobowy",NA,NA,NA
110261249,1,"Rower",NA,NA,NA
110261249,2,"Samochód osobowy",NA,NA,NA
110261491,1,"Samochód osobowy",NA,NA,NA
110261491,2,"Rower",NA,NA,NA
110261833,1,"Rower",NA,NA,NA
110261833,2,"Rower",NA,NA,NA
110262599,1,"Rower",NA,NA,NA
110262599,2,"Samochód osobowy",NA,NA,NA
110262678,1,"Rower",NA,NA,NA
110262678,2,"Pojazd nieustalony",NA,NA,NA
110263429,1,"Rower",NA,NA,NA
110263429,2,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
110263593,1,"Samochód osobowy",NA,NA,NA
110263593,2,"Samochód osobowy",NA,NA,NA
110263593,3,"Rower",NA,NA,NA
110263929,1,"Rower",NA,NA,NA
110263929,2,"Samochód osobowy",NA,NA,NA
110264161,1,"Rower",NA,NA,NA
110264170,1,"Rower",NA,NA,NA
110264170,2,"Rower",NA,NA,NA
110264677,1,"Inny",NA,NA,NA
110264677,2,"Rower",NA,NA,NA
110265589,1,"Rower",NA,NA,NA
110265589,2,"Samochód osobowy",NA,NA,NA
110265594,1,"Rower",NA,NA,NA
110265594,2,"Samochód osobowy",NA,NA,NA
110265799,1,"Rower",NA,NA,NA
110265799,2,"Samochód osobowy",NA,NA,NA
110268155,1,"Rower",NA,NA,NA
110268155,2,"Samochód osobowy",NA,NA,NA
110268225,1,"Rower",NA,NA,NA
110268225,2,"Samochód osobowy",NA,NA,NA
110268429,1,"Rower",NA,NA,NA
110268429,2,"Rower",NA,NA,NA
110268769,1,"Rower",NA,NA,NA
110268769,2,"Rower",NA,NA,NA
110269192,1,"Rower",NA,NA,NA
110269192,2,"Samochód osobowy",NA,NA,NA
110269347,1,"Samochód osobowy",NA,NA,NA
110269347,2,"Rower",NA,NA,NA
110269382,1,"Rower",NA,NA,NA
110269382,2,"Samochód osobowy",NA,NA,NA
110269575,1,"Rower",NA,NA,NA
110269575,2,"Samochód osobowy",NA,NA,NA
110270084,1,"Rower",NA,NA,NA
110270084,2,"Pojazd nieustalony",NA,NA,NA
110270095,1,"Samochód osobowy",NA,NA,NA
110270095,2,"Rower",NA,NA,NA
110270738,1,"Rower",NA,NA,NA
110270738,2,"Inny",NA,NA,NA
110271485,1,"Rower",NA,NA,NA
110271485,2,"Motorower",NA,NA,NA
110272817,1,"Rower",NA,NA,NA
110272817,2,"Samochód osobowy",NA,NA,NA
110272851,1,"Rower",NA,NA,NA
110272851,2,"Samochód osobowy",NA,NA,NA
110273152,1,"Rower",NA,NA,NA
110273152,2,"Rower",NA,NA,NA
110273152,3,"Samochód osobowy",NA,NA,NA
110276057,1,"Samochód osobowy",NA,NA,NA
110276057,2,"Rower",NA,NA,NA
110276120,1,"Samochód osobowy",NA,NA,NA
110276120,2,"Rower",NA,NA,NA
110276335,1,"Rower",NA,NA,NA
110276335,2,"Samochód osobowy",NA,NA,NA
110276345,1,"Rower",NA,NA,NA
110276345,2,"Samochód osobowy",NA,NA,NA
110276464,1,"Samochód osobowy",NA,NA,NA
110276464,2,"Rower",NA,NA,NA
110276478,1,"Rower",NA,NA,NA
110276478,2,"Inny",NA,NA,NA
110279997,1,"Rower",NA,NA,NA
110279997,2,"Samochód osobowy",NA,NA,NA
110280201,1,"Rower",NA,NA,NA
110280201,2,"Samochód osobowy",NA,NA,NA
110280282,1,"Rower",NA,NA,NA
110280282,2,"Samochód osobowy",NA,NA,NA
110281563,1,"Rower",NA,NA,NA
110281563,2,"Samochód osobowy",NA,NA,NA
110281579,1,"Samochód osobowy",NA,NA,NA
110281579,2,"Rower",NA,NA,NA
110282544,1,"Rower",NA,NA,NA
110282659,1,"Samochód osobowy",NA,NA,NA
110282659,2,"Rower",NA,NA,NA
110282755,1,"Rower",NA,NA,NA
110282755,2,"Samochód osobowy",NA,NA,NA
110283155,1,"Rower",NA,NA,NA
110283155,2,"Samochód osobowy",NA,NA,NA
110283317,1,"Rower",NA,NA,NA
110283317,2,"Samochód osobowy",NA,NA,NA
110283431,1,"Rower",NA,NA,NA
110283431,2,"Samochód osobowy",NA,NA,NA
110284090,1,"Rower",NA,NA,NA
110284090,2,"Rower",NA,NA,NA
110284502,1,"Pojazd nieustalony",NA,NA,NA
110284502,2,"Rower",NA,NA,NA
110284508,1,"Samochód osobowy",NA,NA,NA
110284508,2,"Rower",NA,NA,NA
110284611,1,"Rower",NA,NA,NA
110284611,2,"Rower",NA,NA,NA
110284946,1,"Rower",NA,NA,NA
110284946,2,"Samochód osobowy",NA,NA,NA
110284965,1,"Samochód osobowy",NA,NA,NA
110284965,2,"Rower",NA,NA,NA
110285825,1,"Rower",NA,NA,NA
110285825,2,"Rower",NA,NA,NA
110285825,3,"Samochód osobowy",NA,NA,NA
110286358,1,"Samochód osobowy",NA,NA,NA
110286358,2,"Rower",NA,NA,NA
110286913,1,"Rower",NA,NA,NA
110286913,2,"Samochód osobowy",NA,NA,NA
110286999,1,"Samochód osobowy",NA,NA,NA
110286999,2,"Rower",NA,NA,NA
110287114,1,"Rower",NA,NA,NA
110287114,2,"Samochód osobowy",NA,NA,NA
110287508,1,"Samochód osobowy",NA,NA,NA
110287508,2,"Rower",NA,NA,NA
110287588,1,"Samochód osobowy",NA,NA,NA
110287588,2,"Rower",NA,NA,NA
110287829,1,"Samochód osobowy",NA,NA,NA
110287829,2,"Rower",NA,NA,NA
110288454,1,"Rower",NA,NA,NA
110288454,2,"Samochód osobowy",NA,NA,NA
110288548,1,"Rower",NA,NA,NA
110288548,2,"Samochód osobowy",NA,NA,NA
110288744,1,"Rower",NA,NA,NA
110288744,2,"Samochód osobowy",NA,NA,NA
110288872,1,"Rower",NA,NA,NA
110288872,2,"Samochód osobowy",NA,NA,NA
110290000,1,"Rower",NA,NA,NA
110290000,2,"Samochód osobowy",NA,NA,NA
110290418,1,"Rower",NA,NA,NA
110290418,2,"Samochód osobowy",NA,NA,NA
110290445,1,"Samochód osobowy",NA,NA,NA
110290445,2,"Rower",NA,NA,NA
