"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia","Nieprawidłowe użycie"
98099455,"2","1","Kierujący","1979-04-05","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98099468,"1","1","Kierujący","1950-08-28","Mężczyzna","Posiada","Trzeźwy","14","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98099468,"2","1","Kierujący","1976-01-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98105590,"1","1","Kierujący","1953-03-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Mandat karny",NA,NA
98105590,"2","1","Kierujący","1985-09-08","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
98107397,"1","1","Kierujący","1967-10-22","Kobieta","Posiada","Trzeźwy","31","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98107397,"2","1","Kierujący","1948-03-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98107990,"1","1","Kierujący","1994-07-12","Mężczyzna","Posiada","Trzeźwy","0","Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA
98107990,"2","1","Kierujący","1974-02-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
98109552,"1","1","Kierujący","1956-03-09","Mężczyzna","Posiada","Trzeźwy","15","Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
98109552,"2","1","Kierujący","1963-07-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98110835,"1","1","Kierujący","1985-04-12","Mężczyzna","Posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny",NA,NA
98111059,"1","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98111059,"2","1","Kierujący","1974-05-23","Mężczyzna","Posiada","Trzeźwy","22",NA,NA,NA,NA
98115879,"1","1","Kierujący","1994-02-10","Mężczyzna","Posiada","Trzeźwy","2","Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
98115879,"2","1","Kierujący","1943-06-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98120683,"1","1","Kierujący","1956-02-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
98120683,"2","1","Kierujący","1977-10-23","Kobieta","Posiada","Trzeźwy","1",NA,NA,NA,NA
98124207,"1","1","Kierujący","1963-06-11","Mężczyzna","Posiada","Trzeźwy","33","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98124207,"2","1","Kierujący","1937-06-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
98127057,"1","1","Kierujący","1956-04-30","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98127057,"2","1","Kierujący","1979-10-09","Mężczyzna","Posiada","Trzeźwy","8",NA,NA,NA,NA
98127662,"1","1","Kierujący","1980-06-30","Mężczyzna","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98127662,"2","1","Kierujący","1978-06-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98130092,"1","1","Kierujący","1961-01-05","Mężczyzna","Nie wymagane","Alkoholu",NA,"Jazda po niewłaściwej stronie drogi","Wniosek o ukaranie",NA,NA
98130092,"2","1","Kierujący","1983-06-22","Mężczyzna","Posiada","Trzeźwy","11",NA,NA,NA,NA
98131937,"1","1","Kierujący","1993-07-20","Mężczyzna","Posiada","Trzeźwy","3","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny",NA,NA
98131937,"2","1","Kierujący","1991-01-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98132497,"1","1","Kierujący","1974-07-05","Mężczyzna","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98132497,"2","1","Kierujący","1950-04-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie",NA,NA
98132939,"1","1","Kierujący","1955-02-25","Mężczyzna","Posiada","Trzeźwy","37","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98132939,"2","1","Kierujący","1963-03-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98136007,"1","1","Kierujący","1975-03-05","Kobieta","Posiada","Trzeźwy","20","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98136007,"2","1","Kierujący","1959-02-05","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98136399,"1","1","Kierujący","1961-06-25","Mężczyzna","Posiada","Trzeźwy","34","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98136399,"2","1","Kierujący","1964-10-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98137054,"1","1","Kierujący","1976-05-20","Kobieta","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98137054,"2","1","Kierujący","1953-04-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98138877,"1","1","Kierujący","1961-03-16","Kobieta","Posiada","Trzeźwy","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98138877,"2","1","Kierujący","1973-11-11","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98141625,"1","1","Kierujący","1977-07-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98141625,"2","1","Kierujący","1963-04-22","Mężczyzna","Posiada","Trzeźwy","30",NA,NA,NA,NA
98141941,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Dochodzenie",NA,NA
98141941,"2","1","Kierujący","1963-12-29","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny lekko",NA
98142556,"1","1","Kierujący","1998-10-05","Mężczyzna","Posiada","Trzeźwy","3","Niezachowanie bezp. odl. między pojazdami","Inny organ",NA,NA
98142556,"2","1","Kierujący","1985-03-05","Mężczyzna","Posiada","Trzeźwy","11",NA,NA,NA,NA
98142744,"1","1","Kierujący","1965-08-19","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: zmienianie pasa ruchu","Wniosek o ukaranie",NA,NA
98142744,"2","1","Kierujący","1976-06-25","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA
98144146,"1","1","Kierujący","1947-12-06","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Inny organ","Ranny lekko",NA
98144324,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wymijanie","Wniosek o ukaranie",NA,NA
98144324,"2","1","Kierujący","1953-08-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98144899,"1","1","Kierujący","1969-10-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA
98144899,"2","1","Kierujący","1952-12-04","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98145929,"1","1","Kierujący","1951-04-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Ranny lekko",NA
98145929,"2","1","Kierujący","1993-09-27","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
98148605,"1","1","Kierujący","1984-07-28","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,NA,NA
98148605,"2","1","Kierujący","1968-02-25","Kobieta","Posiada","Trzeźwy","27","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98150661,"1","1","Kierujący","1940-02-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Mandat karny",NA,NA
98150661,"2","1","Kierujący","1982-08-27","Mężczyzna","Posiada","Trzeźwy","13",NA,NA,NA,NA
98151481,"1","1","Kierujący","1993-05-26","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie",NA,NA
98151481,"2","1","Kierujący","1995-05-14","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98154574,"1","1","Kierujący","1956-09-26","Mężczyzna","Posiada","Trzeźwy","38",NA,"Dochodzenie",NA,NA
98154574,"2","1","Kierujący","1980-05-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98154803,"1","1","Kierujący","1973-08-29","Kobieta","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98154803,"2","1","Kierujący","1942-02-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Mandat karny",NA,NA
98155541,"1","1","Kierujący","1988-11-28","Mężczyzna","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98155541,"2","1","Kierujący","1984-03-31","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98157917,"1","1","Kierujący","1966-07-19","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98157917,"2","1","Kierujący","1957-12-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98159844,"1","1","Kierujący","1961-03-11","Mężczyzna","Posiada","Trzeźwy","34","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98159844,"2","1","Kierujący","1976-06-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98163842,"1","1","Kierujący","1957-12-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Wniosek o ukaranie","Ranny lekko",NA
98163842,"2","1","Kierujący","1975-06-06","Mężczyzna","Posiada","Trzeźwy","16",NA,NA,NA,NA
98165434,"1","1","Kierujący","1977-12-01","Mężczyzna","Posiada","Trzeźwy",NA,"Nieprawidłowe: omijanie","Dochodzenie",NA,NA
98165434,"2","1","Kierujący","1985-10-07","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98165498,"1","1","Kierujący","1994-04-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Jazda po niewłaściwej stronie drogi","Wniosek o ukaranie","Ranny lekko",NA
98165498,"2","1","Kierujący","1983-07-20","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny lekko",NA
98165563,"1","1","Kierujący","1982-01-22","Kobieta","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98165563,"2","1","Kierujący","1959-09-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98165662,"1","1","Kierujący","1969-09-18","Kobieta","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98165662,"2","1","Kierujący","1998-06-24","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98166830,"1","1","Kierujący","1980-04-09","Kobieta","Posiada","Trzeźwy","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98166830,"2","1","Kierujący","1991-04-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98167361,"1","1","Kierujący","1981-02-09","Kobieta","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98167361,"2","1","Kierujący","1994-09-04","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98167661,"1","1","Kierujący","1973-11-26","Mężczyzna","Posiada","Trzeźwy","22","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98167661,"2","1","Kierujący","1948-04-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98167673,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98167673,"2","1","Kierujący","2009-06-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98167834,"1","1","Kierujący","1997-04-26","Mężczyzna","Posiada","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych",NA,"Ranny lekko",NA
98167834,"2","1","Kierujący","1992-04-06","Mężczyzna","Posiada","Trzeźwy","3",NA,NA,NA,NA
98167917,"1","1","Kierujący","1953-08-21","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie","Ranny lekko",NA
98167917,"2","1","Kierujący","1966-05-02","Mężczyzna","Posiada","Trzeźwy","29",NA,NA,NA,NA
98167960,"1","1","Kierujący","1929-05-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Pouczenie",NA,NA
98167960,"2","1","Kierujący","1941-04-06","Mężczyzna","Posiada","Trzeźwy","54",NA,NA,NA,NA
98168809,"1","1","Kierujący","1988-11-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie",NA,NA,NA
98168809,"2","1","Kierujący","1977-01-03","Kobieta","Posiada","Trzeźwy","19",NA,NA,NA,NA
98169922,"1","1","Kierujący","1993-05-01","Mężczyzna","Posiada","Trzeźwy","2","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98169922,"2","1","Kierujący","1960-01-03","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA
98173286,"1","1","Kierujący","1988-04-12","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98173286,"1","2","Kierujący","1935-06-19","Mężczyzna","Posiada","Trzeźwy","47","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98178894,"1","1","Kierujący","1947-11-29","Mężczyzna","Posiada","Trzeźwy","39","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98178894,"2","1","Kierujący","1955-07-12","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
98179620,"1","1","Kierujący","2000-08-03","Kobieta","Posiada","Trzeźwy","1","Wjazd przy czerwonym świetle","Dochodzenie","Ranny lekko",NA
98179620,"2","1","Kierujący","1969-09-02","Kobieta","Posiada","Trzeźwy","9",NA,NA,NA,NA
98179658,"1","1","Kierujący","1983-08-22","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
98179658,"2","1","Kierujący","1989-03-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98180006,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: omijanie","Dochodzenie",NA,NA
98180006,"2","1","Kierujący","1941-10-16","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
98181076,"1","1","Kierujący","1987-12-20","Kobieta","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98181076,"2","1","Kierujący","Nieustalona","Kobieta",NA,"Trzeźwy",NA,NA,NA,NA,NA
98181866,"1","1","Kierujący","1947-04-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98181866,"2","1","Kierujący","1970-10-02","Mężczyzna","Posiada","Trzeźwy","22","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98182990,"1","1","Kierujący","1948-06-02","Mężczyzna","Posiada","Trzeźwy","48","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98182990,"2","1","Kierujący","1972-11-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98183368,"1","1","Kierujący","1974-06-23","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
98183368,"2","1","Kierujący","2000-05-10","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprzestrzeganie innych sygnałów","Dochodzenie","Ranny lekko",NA
98184184,"1","1","Kierujący","1985-12-04","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98184184,"2","1","Kierujący","1974-07-21","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98184531,"1","1","Kierujący","1977-08-23","Kobieta","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98184531,"2","1","Kierujący","1951-01-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98184837,"1","1","Kierujący","Nieustalona","Nie ustalono","Posiada","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA
98184837,"2","1","Kierujący","1970-08-24","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny lekko",NA
98187130,"1","1","Kierujący","1961-05-27","Mężczyzna","Posiada","Trzeźwy","36","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98187130,"2","1","Kierujący","1987-02-12","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
98188034,"1","1","Kierujący","1948-12-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Wniosek o ukaranie",NA,NA
98188034,"2","1","Kierujący","1981-03-23","Kobieta","Posiada","Trzeźwy","14",NA,NA,NA,NA
98188494,"1","1","Kierujący","1971-08-13","Mężczyzna","Posiada","Trzeźwy","17","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98188494,"2","1","Kierujący","1983-10-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98188716,"1","1","Kierujący","1972-01-06","Kobieta","Posiada","Trzeźwy","19","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny",NA,NA
98188716,"2","1","Kierujący","1977-04-21","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,NA,NA
98189272,"1","1","Kierujący","1969-03-23","Mężczyzna","Posiada","Trzeźwy","24",NA,NA,NA,NA
98189272,"2","1","Kierujący","1993-11-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98191403,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98191403,"1","2","Kierujący","1976-10-08","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98193329,"1","1","Kierujący","1964-08-06","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Dochodzenie","Ranny lekko",NA
98193624,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98193624,"1","2","Kierujący","2002-01-28","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98193624,"2","1","Kierujący","2002-01-28","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA
98194104,"1","1","Kierujący","1960-09-16","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98194104,"2","1","Kierujący","1977-03-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98194526,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98194526,"1","2","Kierujący","2001-12-18","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98194526,"2","1","Kierujący","2001-12-18","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
98194668,"1","1","Kierujący","1975-12-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98195266,"1","1","Kierujący","1972-04-02","Mężczyzna","Posiada","Trzeźwy","22","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98195266,"2","1","Kierujący","1971-12-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98196019,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Dochodzenie",NA,NA
98196019,"2","1","Kierujący","1965-09-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98196135,"1","1","Kierujący","1971-07-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Ranny ciężko",NA
98196135,"2","1","Kierujący","1984-02-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98196824,"1","1","Kierujący","1993-01-10","Kobieta","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98196824,"2","1","Kierujący","1994-10-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98197218,"1","1","Kierujący","1944-04-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Mandat karny",NA,NA
98197218,"2","1","Kierujący","1973-01-24","Mężczyzna","Posiada","Trzeźwy","23",NA,NA,NA,NA
98197673,"1","1","Kierujący","1954-11-19","Kobieta","Posiada","Trzeźwy","34","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
98197673,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,NA,NA,NA,NA
98198831,"1","1","Kierujący","1991-08-19","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
98198831,"2","1","Kierujący","1949-04-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98200030,"1","1","Kierujący","1963-09-25","Mężczyzna","Posiada","Trzeźwy","33","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98200030,"2","1","Kierujący","1942-02-25","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98200545,"1","1","Kierujący","2001-03-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
98200545,"2","1","Kierujący","1960-08-25","Mężczyzna","Posiada","Trzeźwy","21",NA,NA,NA,NA
98200565,"1","1","Kierujący","1955-02-09","Kobieta","Nie wymagane","Alkoholu",NA,NA,"Dochodzenie","Ranny lekko",NA
98200565,"2","1","Kierujący","1964-10-08","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,NA,NA
98201659,"1","1","Kierujący","1993-02-01","Mężczyzna","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98201659,"2","1","Kierujący","1981-09-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98202206,"1","1","Kierujący","1992-12-04","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko",NA
98202206,"2","1","Kierujący","1988-08-11","Kobieta","Posiada","Trzeźwy",NA,NA,"Dochodzenie",NA,NA
98202798,"1","1","Kierujący","1973-09-21","Mężczyzna","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
98202798,"2","1","Kierujący","1957-02-05","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
98203550,"1","1","Kierujący","1982-01-19","Mężczyzna","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98203550,"2","1","Kierujący","1971-10-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
98205360,"1","1","Kierujący","1933-03-06","Kobieta","Posiada","Trzeźwy","55","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
98205360,"2","1","Kierujący","1991-03-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
